Category,intersection,model,date,forecast,actual_sales
2,17_4,es,2012-02-03,,23327.36
5,18_74,es,2012-02-03,,20932.62
5,19_23,es,2012-02-03,,22339.95
2,13_4,es,2012-02-03,,44867.21
5,13_91,es,2012-02-03,,84045.25
6,23_40,es,2012-02-03,,61173.28
6,32_92,es,2012-02-03,,124699.11
3,6_38,es,2012-02-03,,71074.97
6,12_8,es,2012-02-03,,47538.51
1,10_16,es,2012-02-03,,26508.92
7,14_91,es,2012-02-03,,97785.66
2,20_91,es,2012-02-03,,87161.99
3,27_80,es,2012-02-03,,26302.95
1,22_40,es,2012-02-03,,58708.44
7,20_9,es,2012-02-03,,22649.58
5,14_1,es,2012-02-03,,24639.71
1,30_91,es,2012-02-03,,31556.39
1,38_38,es,2012-02-03,,74185.53
2,13_23,es,2012-02-03,,23333.74
6,1_38,es,2012-02-03,,89029.26
6,11_7,es,2012-02-03,,23460.24
3,10_38,es,2012-02-03,,106060.14
6,23_92,es,2012-02-03,,73215.89
6,21_72,es,2012-02-03,,46152.01
5,20_90,es,2012-02-03,,103503.57
2,2_87,es,2012-02-03,,36363.8
2,3_72,es,2012-02-03,,37124.21
6,4_95,es,2012-02-03,,150841.49
7,24_87,es,2012-02-03,,28471.67
4,23_22,es,2012-02-03,,19735.53
1,37_95,es,2012-02-03,,53357.27
7,34_91,es,2012-02-03,,35747.5
4,4_8,es,2012-02-03,,66493.24
6,16_95,es,2012-02-03,,27944.89
7,10_34,es,2012-02-03,,41770.69
2,44_94,es,2012-02-03,,24663.73
2,40_4,es,2012-02-10,,22612.86
5,10_5,es,2012-02-10,,72282.41
1,23_16,es,2012-02-10,,4499.06
6,13_13,es,2012-02-10,,48474.79
3,29_40,es,2012-02-10,,31318.03
6,23_74,es,2012-02-10,,32382.87
6,1_97,es,2012-02-10,,36981.11
1,16_40,es,2012-02-10,,32134.88
1,40_2,es,2012-02-10,,25414.26
7,24_90,es,2012-02-10,,82724.94
4,23_72,es,2012-02-10,,112970.13
4,31_13,es,2012-02-10,,46266.74
1,26_40,es,2012-02-10,,40107.58
2,20_7,es,2012-02-10,,40591.19
3,19_2,es,2012-02-10,,51313.04
4,6_72,es,2012-02-10,,108389.59
5,26_92,es,2012-02-10,,110267.91
6,2_81,es,2012-02-10,,31655.05
3,17_95,es,2012-02-10,,51053.13
7,31_2,es,2012-02-10,,61457.53
1,4_94,es,2012-02-10,,75695.42
7,35_14,es,2012-02-10,,25527.9
3,11_93,es,2012-02-10,,38095.89
5,6_96,es,2012-02-10,,25872.72
6,45_13,es,2012-02-10,,27728.49
1,12_34,es,2012-02-10,,30541.03
2,42_38,es,2012-02-10,,49143.5
7,4_96,es,2012-02-10,,43666.67
7,6_93,es,2012-02-10,,44355.45
1,14_2,es,2012-02-10,,79353.55
7,15_72,es,2012-02-10,,76278.9
5,2_16,es,2012-02-10,,14331.81
1,19_9,es,2012-02-10,,15242.12
7,18_72,es,2012-02-10,,99826.62
1,32_90,es,2012-02-10,,62456.41
7,22_38,es,2012-02-10,,73005.3
4,9_38,es,2012-02-10,,92668.44
4,16_72,es,2012-02-10,,33698.46
4,10_72,es,2012-02-10,,233140.32
4,1_1,es,2012-02-10,,36988.49
7,31_46,es,2012-02-10,,26601.22
2,36_95,es,2012-02-10,,32780.05
3,10_40,es,2012-02-10,,116695.9
7,30_92,es,2012-02-10,,58411.17
3,11_46,es,2012-02-10,,29967.52
5,41_91,es,2012-02-10,,57424.97
7,4_9,es,2012-02-10,,27784.25
6,2_2,es,2012-02-10,,69165.6
1,32_95,es,2012-02-10,,79526.73
3,30_95,es,2012-02-10,,44539.08
4,26_4,es,2012-02-10,,24457.69
4,16_38,es,2012-02-10,,65184.58
3,11_95,es,2012-02-10,,76461.39
7,22_9,es,2012-02-10,,17282.34
7,11_92,es,2012-02-10,,89974.35
1,11_74,es,2012-02-10,,29479.53
4,11_13,es,2012-02-10,,46402.07
2,12_40,es,2012-02-10,,56787.72
7,7_40,es,2012-02-10,,35836.91
1,41_40,es,2012-02-10,,58574.33
4,43_38,es,2012-02-10,,69943.82
5,10_23,es,2012-02-10,,77581.42
1,20_92,es,2012-02-10,,205200.1
6,28_91,es,2012-02-10,,66282.96
4,17_4,es,2012-02-10,,22574.2
4,18_74,es,2012-02-10,,24448.12
6,19_23,es,2012-02-10,,26679.08
5,13_4,es,2012-02-10,,45174.21
2,13_91,es,2012-02-10,,89909.61
5,23_40,es,2012-02-10,,65273.58
6,32_92,es,2012-02-10,,110235.96
4,6_38,es,2012-02-10,,77675.98
6,12_8,es,2012-02-10,,46171.19
1,10_16,es,2012-02-10,,29370.83
1,14_91,es,2012-02-10,,105247.47
6,20_91,es,2012-02-10,,100647.71
1,27_80,es,2012-02-10,,30164.41
7,22_40,es,2012-02-10,,59416.93
7,20_9,es,2012-02-10,,23077.23
1,14_1,es,2012-02-10,,37572.2
4,30_91,es,2012-02-10,,32294.85
7,38_38,es,2012-02-10,,93759.35
3,13_23,es,2012-02-10,,28101.85
1,1_38,es,2012-02-10,,78072.5
6,11_7,es,2012-02-10,,29276.69
7,10_38,es,2012-02-10,,105353.61
6,23_92,es,2012-02-10,,66528.16
1,21_72,es,2012-02-10,,66058.59
1,20_90,es,2012-02-10,,115695.71
4,2_87,es,2012-02-10,,37265.47
2,3_72,es,2012-02-10,,47778.78
5,4_95,es,2012-02-10,,150113.64
6,24_87,es,2012-02-10,,29240.1
1,23_22,es,2012-02-10,,23240.69
4,37_95,es,2012-02-10,,53195.54
5,34_91,es,2012-02-10,,38366.64
2,4_8,es,2012-02-10,,64301.1
7,16_95,es,2012-02-10,,26594.64
7,10_34,es,2012-02-10,,54266.71
1,44_94,es,2012-02-10,,23956.81
6,40_4,es,2012-02-17,,22121.79
6,10_5,es,2012-02-17,,89423.13
1,23_16,es,2012-02-17,,4305.08
4,13_13,es,2012-02-17,,48685.72
3,29_40,es,2012-02-17,,30147.22
7,23_74,es,2012-02-17,,36891.35
3,1_97,es,2012-02-17,,36733.72
6,16_40,es,2012-02-17,,32337.06
3,40_2,es,2012-02-17,,27104.18
2,24_90,es,2012-02-17,,71638.17
7,23_72,es,2012-02-17,,91914.75
7,31_13,es,2012-02-17,,44539.56
6,26_40,es,2012-02-17,,37817.48
5,20_7,es,2012-02-17,,39483.8
6,19_2,es,2012-02-17,,46659.94
6,6_72,es,2012-02-17,,105998.11
2,26_92,es,2012-02-17,,82946.22
3,2_81,es,2012-02-17,,31438.84
5,17_95,es,2012-02-17,,47285.1
5,31_2,es,2012-02-17,,58961.2
7,4_94,es,2012-02-17,,89337.77
6,35_14,es,2012-02-17,,24939.78
6,11_93,es,2012-02-17,,34909.35
1,6_96,es,2012-02-17,,24639.47
6,45_13,es,2012-02-17,,25853.61
3,12_34,es,2012-02-17,,25436.22
5,42_38,es,2012-02-17,,46580.21
5,4_96,es,2012-02-17,,40112.08
7,6_93,es,2012-02-17,,42400.93
7,14_2,es,2012-02-17,,77463.71
4,15_72,es,2012-02-17,,50411.7
5,2_16,es,2012-02-17,,11628.3
1,19_9,es,2012-02-17,,16742.05
2,18_72,es,2012-02-17,,77977.5
7,32_90,es,2012-02-17,,63166.52
1,22_38,es,2012-02-17,,84966.57
4,9_38,es,2012-02-17,,98648.69
7,16_72,es,2012-02-17,,33475.04
7,10_72,es,2012-02-17,,190137.86
6,1_1,es,2012-02-17,,54060.1
4,31_46,es,2012-02-17,,26833.9
6,36_95,es,2012-02-17,,31506.61
6,10_40,es,2012-02-17,,111069.91
7,30_92,es,2012-02-17,,55652.1
5,11_46,es,2012-02-17,,30308.06
4,41_91,es,2012-02-17,,55142.29
4,4_9,es,2012-02-17,,29888.94
1,2_2,es,2012-02-17,,70027.01
1,32_95,es,2012-02-17,,79458.15
4,30_95,es,2012-02-17,,40129.77
6,26_4,es,2012-02-17,,22209.55
3,16_38,es,2012-02-17,,54791.16
4,11_95,es,2012-02-17,,74802.16
1,22_9,es,2012-02-17,,15169.36
7,11_92,es,2012-02-17,,85581.9
3,11_74,es,2012-02-17,,28714.46
7,11_13,es,2012-02-17,,42335.98
4,12_40,es,2012-02-17,,54510.05
4,7_40,es,2012-02-17,,38155.6
3,41_40,es,2012-02-17,,59984.75
1,43_38,es,2012-02-17,,62397.46
7,10_23,es,2012-02-17,,68286.1
1,20_92,es,2012-02-17,,185462.81
4,28_91,es,2012-02-17,,51726.87
7,17_4,es,2012-02-17,,22130.67
1,18_74,es,2012-02-17,,20568.27
4,19_23,es,2012-02-17,,23640.11
5,13_4,es,2012-02-17,,41413.65
1,13_91,es,2012-02-17,,92448.61
4,23_40,es,2012-02-17,,62428.35
7,32_92,es,2012-02-17,,109403.33
7,6_38,es,2012-02-17,,80157.99
4,12_8,es,2012-02-17,,43138.3
5,10_16,es,2012-02-17,,29854.72
2,14_91,es,2012-02-17,,88726.82
3,20_91,es,2012-02-17,,89214.45
7,27_80,es,2012-02-17,,23676.89
4,22_40,es,2012-02-17,,56260.11
4,20_9,es,2012-02-17,,22942.51
2,14_1,es,2012-02-17,,59755.54
5,30_91,es,2012-02-17,,28717.11
5,38_38,es,2012-02-17,,53548.69
4,13_23,es,2012-02-17,,28013.5
3,1_38,es,2012-02-17,,91386.12
4,11_7,es,2012-02-17,,27718.14
5,10_38,es,2012-02-17,,115240.71
1,23_92,es,2012-02-17,,65835.63
5,21_72,es,2012-02-17,,49226.99
7,20_90,es,2012-02-17,,104224.57
5,2_87,es,2012-02-17,,35153.8
5,3_72,es,2012-02-17,,34975.83
4,4_95,es,2012-02-17,,148724.87
4,24_87,es,2012-02-17,,25181.52
1,23_22,es,2012-02-17,,23985.72
6,37_95,es,2012-02-17,,47880.37
1,34_91,es,2012-02-17,,36790.56
5,4_8,es,2012-02-17,,68305.24
4,16_95,es,2012-02-17,,28502.96
7,10_34,es,2012-02-17,,47971.08
7,44_94,es,2012-02-17,,25802.37
3,40_4,es,2012-02-24,,23275.83
6,10_5,es,2012-02-24,,63286.95
3,23_16,es,2012-02-24,,4161.32
6,13_13,es,2012-02-24,,51160.05
1,29_40,es,2012-02-24,,30077.8
1,23_74,es,2012-02-24,,34057.96
2,1_97,es,2012-02-24,,32002.54
4,16_40,es,2012-02-24,,34009.5
2,40_2,es,2012-02-24,,26512.83
2,24_90,es,2012-02-24,,73672.8
6,23_72,es,2012-02-24,,73299.72
7,31_13,es,2012-02-24,,45384.04
4,26_40,es,2012-02-24,,38195.64
7,20_7,es,2012-02-24,,31846.1
5,19_2,es,2012-02-24,,51887.55
2,6_72,es,2012-02-24,,85070.07
7,26_92,es,2012-02-24,,85155.75
6,2_81,es,2012-02-24,,30012.52
3,17_95,es,2012-02-24,,48857.75
4,31_2,es,2012-02-24,,60051.15
2,4_94,es,2012-02-24,,69564.72
5,35_14,es,2012-02-24,,26533.98
3,11_93,es,2012-02-24,,29997.15
7,6_96,es,2012-02-24,,27110.14
2,45_13,es,2012-02-24,,28427.39
6,12_34,es,2012-02-24,,27331.03
6,42_38,es,2012-02-24,,46554.71
1,4_96,es,2012-02-24,,41222.14
1,6_93,es,2012-02-24,,37525.75
1,14_2,es,2012-02-24,,80412.19
6,15_72,es,2012-02-24,,39519.75
4,2_16,es,2012-02-24,,18344.1
4,19_9,es,2012-02-24,,18326.73
7,18_72,es,2012-02-24,,64702.27
5,32_90,es,2012-02-24,,62798.59
1,22_38,es,2012-02-24,,68447.15
7,9_38,es,2012-02-24,,81029.03
6,16_72,es,2012-02-24,,40894.61
6,10_72,es,2012-02-24,,168827.46
1,1_1,es,2012-02-24,,20124.22
6,31_46,es,2012-02-24,,28471.82
3,36_95,es,2012-02-24,,31392.17
2,10_40,es,2012-02-24,,108709.63
5,30_92,es,2012-02-24,,55124.55
6,11_46,es,2012-02-24,,28509.41
1,41_91,es,2012-02-24,,55395.63
2,4_9,es,2012-02-24,,30479.27
6,2_2,es,2012-02-24,,66451.66
6,32_95,es,2012-02-24,,80284.7
4,30_95,es,2012-02-24,,42382.91
2,26_4,es,2012-02-24,,23493.55
6,16_38,es,2012-02-24,,52800.13
5,11_95,es,2012-02-24,,73020.79
4,22_9,es,2012-02-24,,18204.41
3,11_92,es,2012-02-24,,75673.13
4,11_74,es,2012-02-24,,28690.19
6,11_13,es,2012-02-24,,42383.64
5,12_40,es,2012-02-24,,56203.83
5,7_40,es,2012-02-24,,37159.35
3,41_40,es,2012-02-24,,58648.41
5,43_38,es,2012-02-24,,74454.28
1,10_23,es,2012-02-24,,68420.22
6,20_92,es,2012-02-24,,167621.32
3,28_91,es,2012-02-24,,48537.07
4,17_4,es,2012-02-24,,23528.35
2,18_74,es,2012-02-24,,22062.56
4,19_23,es,2012-02-24,,22175.49
4,13_4,es,2012-02-24,,43275.5
7,13_91,es,2012-02-24,,81112.84
3,23_40,es,2012-02-24,,63580.09
4,32_92,es,2012-02-24,,104218.24
2,6_38,es,2012-02-24,,76669.02
2,12_8,es,2012-02-24,,45681.87
2,10_16,es,2012-02-24,,34003
6,14_91,es,2012-02-24,,89435.28
1,20_91,es,2012-02-24,,78513.22
4,27_80,es,2012-02-24,,25759.71
2,22_40,es,2012-02-24,,53248.5
5,20_9,es,2012-02-24,,28301.79
7,14_1,es,2012-02-24,,18695.04
3,30_91,es,2012-02-24,,30187.25
2,38_38,es,2012-02-24,,62307.94
1,13_23,es,2012-02-24,,27321.88
1,1_38,es,2012-02-24,,72314.41
7,11_7,es,2012-02-24,,27604.64
4,10_38,es,2012-02-24,,109412.53
7,23_92,es,2012-02-24,,65785.82
6,21_72,es,2012-02-24,,53163.76
6,20_90,es,2012-02-24,,99069.69
1,2_87,es,2012-02-24,,26528.78
2,3_72,es,2012-02-24,,36505.27
2,4_95,es,2012-02-24,,156072.76
4,24_87,es,2012-02-24,,26014.95
6,23_22,es,2012-02-24,,23427.53
5,37_95,es,2012-02-24,,50575.4
6,34_91,es,2012-02-24,,33877
4,4_8,es,2012-02-24,,65972.43
4,16_95,es,2012-02-24,,28592.69
2,10_34,es,2012-02-24,,49155.66
7,44_94,es,2012-02-24,,23906.06
6,40_4,es,2012-03-02,,24360.53
6,10_5,es,2012-03-02,,59035.25
2,23_16,es,2012-03-02,,5966.43
5,13_13,es,2012-03-02,,51222
2,29_40,es,2012-03-02,,31286.73
5,23_74,es,2012-03-02,,36739.28
6,1_97,es,2012-03-02,,33473.25
6,16_40,es,2012-03-02,,32316.45
3,40_2,es,2012-03-02,,27333.05
4,24_90,es,2012-03-02,,75000.41
3,23_72,es,2012-03-02,,93656.9
4,31_13,es,2012-03-02,,48558.92
5,26_40,es,2012-03-02,,37398.15
7,20_7,es,2012-03-02,,35437.18
6,19_2,es,2012-03-02,,49140.06
7,6_72,es,2012-03-02,,89978.23
4,26_92,es,2012-03-02,,84372.42
5,2_81,es,2012-03-02,,31437.87
4,17_95,es,2012-03-02,,52965.7
4,31_2,es,2012-03-02,,61193
1,4_94,es,2012-03-02,,67255.52
6,35_14,es,2012-03-02,,26785.01
5,11_93,es,2012-03-02,,30764.42
2,6_96,es,2012-03-02,,26285.37
5,45_13,es,2012-03-02,,29827.61
1,12_34,es,2012-03-02,,24283.12
7,42_38,es,2012-03-02,,59852.68
4,4_96,es,2012-03-02,,38789.14
7,6_93,es,2012-03-02,,39619.69
6,14_2,es,2012-03-02,,79335.68
1,15_72,es,2012-03-02,,37500.21
1,2_16,es,2012-03-02,,29071.02
5,19_9,es,2012-03-02,,16348.04
3,18_72,es,2012-03-02,,62875.77
5,32_90,es,2012-03-02,,65522.99
4,22_38,es,2012-03-02,,84489.02
3,9_38,es,2012-03-02,,98924.88
5,16_72,es,2012-03-02,,34879.2
1,10_72,es,2012-03-02,,151694.94
2,1_1,es,2012-03-02,,20113.03
4,31_46,es,2012-03-02,,26161.37
2,36_95,es,2012-03-02,,31540.17
4,10_40,es,2012-03-02,,114250.41
1,30_92,es,2012-03-02,,56157.01
4,11_46,es,2012-03-02,,28097.9
7,41_91,es,2012-03-02,,55498.46
1,4_9,es,2012-03-02,,35496.62
3,2_2,es,2012-03-02,,70768.55
6,32_95,es,2012-03-02,,83004.87
2,30_95,es,2012-03-02,,44324.75
3,26_4,es,2012-03-02,,23840.93
2,16_38,es,2012-03-02,,57489.3
1,11_95,es,2012-03-02,,72301.98
1,22_9,es,2012-03-02,,17841.89
6,11_92,es,2012-03-02,,80129.82
6,11_74,es,2012-03-02,,30100.99
4,11_13,es,2012-03-02,,45460.66
6,12_40,es,2012-03-02,,59633.6
7,7_40,es,2012-03-02,,36830.09
5,41_40,es,2012-03-02,,60964.63
2,43_38,es,2012-03-02,,73807.51
7,10_23,es,2012-03-02,,65899.18
2,20_92,es,2012-03-02,,173383.1
4,28_91,es,2012-03-02,,66469.28
3,17_4,es,2012-03-02,,23682.05
7,18_74,es,2012-03-02,,21382.82
7,19_23,es,2012-03-02,,20696.64
5,13_4,es,2012-03-02,,45297.01
2,13_91,es,2012-03-02,,82325.66
7,23_40,es,2012-03-02,,62368.45
7,32_92,es,2012-03-02,,111414.29
7,6_38,es,2012-03-02,,90741.67
4,12_8,es,2012-03-02,,46804.65
2,10_16,es,2012-03-02,,33824.23
1,14_91,es,2012-03-02,,93625.72
1,20_91,es,2012-03-02,,78895
3,27_80,es,2012-03-02,,23703.46
1,22_40,es,2012-03-02,,59292.98
2,20_9,es,2012-03-02,,26768.05
2,14_1,es,2012-03-02,,21384.35
6,30_91,es,2012-03-02,,31241.21
6,38_38,es,2012-03-02,,95472.05
6,13_23,es,2012-03-02,,25279.78
4,1_38,es,2012-03-02,,93103.43
2,11_7,es,2012-03-02,,30871.15
2,10_38,es,2012-03-02,,112423.36
5,23_92,es,2012-03-02,,72693.53
3,21_72,es,2012-03-02,,47807.79
3,20_90,es,2012-03-02,,99810.93
4,2_87,es,2012-03-02,,33958.49
5,3_72,es,2012-03-02,,29833.85
6,4_95,es,2012-03-02,,148537.71
1,24_87,es,2012-03-02,,28221.54
7,23_22,es,2012-03-02,,23559.34
6,37_95,es,2012-03-02,,50381.18
4,34_91,es,2012-03-02,,33434.06
3,4_8,es,2012-03-02,,67382.01
3,16_95,es,2012-03-02,,27626.3
4,10_34,es,2012-03-02,,47272.03
2,44_94,es,2012-03-02,,24187.29
1,40_4,es,2012-03-09,,23528.38
1,10_5,es,2012-03-09,,53813.26
5,23_16,es,2012-03-09,,7607.29
1,13_13,es,2012-03-09,,47430.34
5,29_40,es,2012-03-09,,30614.66
4,23_74,es,2012-03-09,,34023.59
1,1_97,es,2012-03-09,,38745.38
6,16_40,es,2012-03-09,,32569.57
1,40_2,es,2012-03-09,,27312.87
4,24_90,es,2012-03-09,,80067.94
1,23_72,es,2012-03-09,,68474.61
6,31_13,es,2012-03-09,,45338.61
1,26_40,es,2012-03-09,,38735.42
4,20_7,es,2012-03-09,,35018.8
6,19_2,es,2012-03-09,,49377.07
6,6_72,es,2012-03-09,,69227.08
4,26_92,es,2012-03-09,,106049.59
6,2_81,es,2012-03-09,,32233.55
3,17_95,es,2012-03-09,,53062.29
6,31_2,es,2012-03-09,,60396.91
6,4_94,es,2012-03-09,,70858.3
2,35_14,es,2012-03-09,,27458.65
7,11_93,es,2012-03-09,,33164.55
7,6_96,es,2012-03-09,,25899.14
4,45_13,es,2012-03-09,,28379.93
6,12_34,es,2012-03-09,,24264.4
7,42_38,es,2012-03-09,,45344.88
4,4_96,es,2012-03-09,,36322.06
5,6_93,es,2012-03-09,,45146.35
4,14_2,es,2012-03-09,,80608.62
7,15_72,es,2012-03-09,,41160.48
2,2_16,es,2012-03-09,,30060.91
2,19_9,es,2012-03-09,,18974.32
6,18_72,es,2012-03-09,,55331.2
3,32_90,es,2012-03-09,,64011.06
1,22_38,es,2012-03-09,,79978.21
2,9_38,es,2012-03-09,,84940.5
6,16_72,es,2012-03-09,,35449.78
6,10_72,es,2012-03-09,,131172.74
4,1_1,es,2012-03-09,,21140.07
2,31_46,es,2012-03-09,,25312.62
6,36_95,es,2012-03-09,,34414.56
1,10_40,es,2012-03-09,,114110.35
5,30_92,es,2012-03-09,,56479.18
7,11_46,es,2012-03-09,,28827.78
7,41_91,es,2012-03-09,,56272.22
3,4_9,es,2012-03-09,,31070.35
1,2_2,es,2012-03-09,,66870.9
3,32_95,es,2012-03-09,,84516.02
3,30_95,es,2012-03-09,,45857.84
4,26_4,es,2012-03-09,,23723.95
5,16_38,es,2012-03-09,,61781.4
3,11_95,es,2012-03-09,,77844.05
4,22_9,es,2012-03-09,,20410.07
5,11_92,es,2012-03-09,,85460.88
4,11_74,es,2012-03-09,,26445.4
6,11_13,es,2012-03-09,,43020.34
5,12_40,es,2012-03-09,,55931.67
2,7_40,es,2012-03-09,,37994.77
4,41_40,es,2012-03-09,,61157.9
2,43_38,es,2012-03-09,,54594.98
5,10_23,es,2012-03-09,,65895.75
4,20_92,es,2012-03-09,,194731.86
1,28_91,es,2012-03-09,,80048.84
5,17_4,es,2012-03-09,,23742.36
7,18_74,es,2012-03-09,,20370.76
3,19_23,es,2012-03-09,,23221.5
1,13_4,es,2012-03-09,,41883.98
7,13_91,es,2012-03-09,,86011.34
5,23_40,es,2012-03-09,,63981.5
6,32_92,es,2012-03-09,,111031.18
4,6_38,es,2012-03-09,,86530.63
1,12_8,es,2012-03-09,,47500.68
4,10_16,es,2012-03-09,,37587.4
4,14_91,es,2012-03-09,,102976.8
5,20_91,es,2012-03-09,,93032.57
4,27_80,es,2012-03-09,,24119.26
6,22_40,es,2012-03-09,,58545.19
6,20_9,es,2012-03-09,,27952.3
6,14_1,es,2012-03-09,,26241.22
4,30_91,es,2012-03-09,,32577.83
2,38_38,es,2012-03-09,,79527.66
2,13_23,es,2012-03-09,,25318.73
5,1_38,es,2012-03-09,,88138.04
4,11_7,es,2012-03-09,,28685.83
3,10_38,es,2012-03-09,,104733.4
5,23_92,es,2012-03-09,,71300.52
4,21_72,es,2012-03-09,,43556.28
6,20_90,es,2012-03-09,,106566.49
4,2_87,es,2012-03-09,,27969.13
1,3_72,es,2012-03-09,,31614.66
3,4_95,es,2012-03-09,,156195.67
1,24_87,es,2012-03-09,,26740.72
7,23_22,es,2012-03-09,,20933.04
4,37_95,es,2012-03-09,,51994.38
6,34_91,es,2012-03-09,,37030.83
6,4_8,es,2012-03-09,,66269.71
5,16_95,es,2012-03-09,,29613.91
3,10_34,es,2012-03-09,,43437.26
3,44_94,es,2012-03-09,,22348.66
2,40_4,es,2012-03-16,,22356.97
3,10_5,es,2012-03-16,,55853.85
7,23_16,es,2012-03-16,,14383.25
3,13_13,es,2012-03-16,,46971.49
6,29_40,es,2012-03-16,,30988.82
5,23_74,es,2012-03-16,,29987.62
5,1_97,es,2012-03-16,,38407.78
2,16_40,es,2012-03-16,,33044.28
2,40_2,es,2012-03-16,,26682.84
3,24_90,es,2012-03-16,,69239.31
5,23_72,es,2012-03-16,,69191.39
1,31_13,es,2012-03-16,,45999.76
3,26_40,es,2012-03-16,,36315.73
7,20_7,es,2012-03-16,,41359.5
2,19_2,es,2012-03-16,,48698.99
3,6_72,es,2012-03-16,,93562.9
7,26_92,es,2012-03-16,,83000.67
6,2_81,es,2012-03-16,,33360.64
7,17_95,es,2012-03-16,,51097.18
6,31_2,es,2012-03-16,,58054.17
3,4_94,es,2012-03-16,,71271.28
2,35_14,es,2012-03-16,,24507.52
5,11_93,es,2012-03-16,,34764.93
6,6_96,es,2012-03-16,,34688.74
6,45_13,es,2012-03-16,,29024.44
4,12_34,es,2012-03-16,,26685.87
3,42_38,es,2012-03-16,,39473.4
7,4_96,es,2012-03-16,,40291.2
1,6_93,es,2012-03-16,,46489.83
1,14_2,es,2012-03-16,,77449.42
5,15_72,es,2012-03-16,,33121.22
6,2_16,es,2012-03-16,,38449.89
7,19_9,es,2012-03-16,,25410.05
1,18_72,es,2012-03-16,,45064.24
2,32_90,es,2012-03-16,,62140.31
1,22_38,es,2012-03-16,,86576.84
2,9_38,es,2012-03-16,,74839.15
5,16_72,es,2012-03-16,,33297.65
7,10_72,es,2012-03-16,,139326.58
1,1_1,es,2012-03-16,,22366.88
2,31_46,es,2012-03-16,,26378.48
7,36_95,es,2012-03-16,,36768.69
6,10_40,es,2012-03-16,,110244.7
1,30_92,es,2012-03-16,,50320.37
4,11_46,es,2012-03-16,,28283.06
6,41_91,es,2012-03-16,,50298.11
7,4_9,es,2012-03-16,,45261.68
4,2_2,es,2012-03-16,,68851.41
7,32_95,es,2012-03-16,,85184.94
2,30_95,es,2012-03-16,,41822.49
2,26_4,es,2012-03-16,,22598.73
4,16_38,es,2012-03-16,,52752.39
7,11_95,es,2012-03-16,,82281.26
1,22_9,es,2012-03-16,,21967.07
3,11_92,es,2012-03-16,,86657.47
5,11_74,es,2012-03-16,,25363.25
7,11_13,es,2012-03-16,,43510.01
7,12_40,es,2012-03-16,,59531.79
7,7_40,es,2012-03-16,,44452.66
1,41_40,es,2012-03-16,,56001.55
1,43_38,es,2012-03-16,,75726.09
7,10_23,es,2012-03-16,,65754.33
7,20_92,es,2012-03-16,,176690.3
4,28_91,es,2012-03-16,,54543.84
7,17_4,es,2012-03-16,,21462.62
1,18_74,es,2012-03-16,,20935.43
2,19_23,es,2012-03-16,,24574.17
1,13_4,es,2012-03-16,,40939.77
5,13_91,es,2012-03-16,,87954.06
7,23_40,es,2012-03-16,,59438.78
1,32_92,es,2012-03-16,,104041.51
5,6_38,es,2012-03-16,,72809.46
4,12_8,es,2012-03-16,,44354.65
6,10_16,es,2012-03-16,,42284.11
3,14_91,es,2012-03-16,,89427.16
7,20_91,es,2012-03-16,,83887.56
2,27_80,es,2012-03-16,,25241.81
1,22_40,es,2012-03-16,,54493.31
2,20_9,es,2012-03-16,,36835.26
6,14_1,es,2012-03-16,,31485.49
2,30_91,es,2012-03-16,,29396.23
5,38_38,es,2012-03-16,,69754.35
2,13_23,es,2012-03-16,,27852.19
3,1_38,es,2012-03-16,,68900.29
2,11_7,es,2012-03-16,,32299.89
1,10_38,es,2012-03-16,,108028.37
4,23_92,es,2012-03-16,,62327.91
6,21_72,es,2012-03-16,,37482.77
3,20_90,es,2012-03-16,,99152.33
2,2_87,es,2012-03-16,,24891.33
1,3_72,es,2012-03-16,,26060.95
7,4_95,es,2012-03-16,,155830.38
7,24_87,es,2012-03-16,,24464.72
7,23_22,es,2012-03-16,,18964.73
7,37_95,es,2012-03-16,,48299.26
2,34_91,es,2012-03-16,,36802.85
6,4_8,es,2012-03-16,,66261.75
4,16_95,es,2012-03-16,,32495.75
3,10_34,es,2012-03-16,,46145.07
4,44_94,es,2012-03-16,,25040.02
2,40_4,es,2012-03-23,,20848.28
1,10_5,es,2012-03-23,,55758.15
7,23_16,es,2012-03-23,,32696.21
7,13_13,es,2012-03-23,,45254.02
3,29_40,es,2012-03-23,,31278.04
7,23_74,es,2012-03-23,,29762.8
6,1_97,es,2012-03-23,,32622.65
2,16_40,es,2012-03-23,,31103.15
3,40_2,es,2012-03-23,,24029.46
5,24_90,es,2012-03-23,,64140.79
6,23_72,es,2012-03-23,,55438.24
2,31_13,es,2012-03-23,,44058.26
3,26_40,es,2012-03-23,,33955.36
6,20_7,es,2012-03-23,,40942.52
2,19_2,es,2012-03-23,,49357.03
1,6_72,es,2012-03-23,,70599.81
6,26_92,es,2012-03-23,,73468.31
5,2_81,es,2012-03-23,,30055.39
5,17_95,es,2012-03-23,,49834.61
4,31_2,es,2012-03-23,,57433.95
5,4_94,es,2012-03-23,,70494.51
5,35_14,es,2012-03-23,,23857.97
1,11_93,es,2012-03-23,,29237.5
7,6_96,es,2012-03-23,,26702.95
5,45_13,es,2012-03-23,,27997.28
1,12_34,es,2012-03-23,,23091.48
7,42_38,es,2012-03-23,,50341.27
3,4_96,es,2012-03-23,,37250.39
1,6_93,es,2012-03-23,,37572.58
4,14_2,es,2012-03-23,,75988.35
